% 1. Title: Tweet NLP Database
% 
% 2. Sources:
%      (a) Creator: Y. Kang and Z. Wang
%      (b) Date: Feb, 2016
@RELATION NLP_project

@ATTRIBUTE first_person_pronouns  NUMERIC
@ATTRIBUTE second_person_pronouns  NUMERIC
@ATTRIBUTE third_person_pronouns  NUMERIC
@ATTRIBUTE coordinating_conjunctions  NUMERIC
@ATTRIBUTE past_tense_verbs  NUMERIC
@ATTRIBUTE future_tense_verbs  NUMERIC
@ATTRIBUTE commas  NUMERIC
@ATTRIBUTE colons_and_semicolons  NUMERIC
@ATTRIBUTE dashes  NUMERIC
@ATTRIBUTE parentheses  NUMERIC
@ATTRIBUTE ellipses  NUMERIC
@ATTRIBUTE common_nouns  NUMERIC
@ATTRIBUTE proper_nouns  NUMERIC
@ATTRIBUTE adverbs  NUMERIC
@ATTRIBUTE wh_words  NUMERIC
@ATTRIBUTE modern_slang_acroynms  NUMERIC
@ATTRIBUTE all_upper_case_words  NUMERIC
@ATTRIBUTE avg_sentence_len NUMERIC
@ATTRIBUTE avg_token_len NUMERIC
@ATTRIBUTE n_sentences NUMERIC
@ATTRIBUTE tclass {0, 4}

@DATA 
0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,4.33333333333,4.7,3,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,3.0,1,0
2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,16.0,3.6875,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3.0,5.6,2,0
2,0,0,1,0,0,2,0,0,0,0,6,0,1,0,0,0,19.0,4.0,1,0
1,0,1,2,0,0,0,0,0,0,0,6,0,2,0,0,0,12.0,4.31818181818,2,0
0,1,0,0,0,1,0,0,0,0,1,4,0,2,0,0,1,6.0,4.5625,3,0
2,1,1,1,3,0,0,0,0,0,0,6,0,1,1,0,0,23.0,4.21739130435,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,7.0,4.28571428571,1,0
0,0,1,1,1,0,1,0,0,0,0,3,2,1,0,0,0,15.0,3.84615384615,1,0
3,1,0,0,2,0,0,0,0,0,0,4,1,1,0,0,1,8.0,4.53333333333,2,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3.5,4.75,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4.0,4.4,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0,3.6,1,0
1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4.0,4.14285714286,2,0
2,0,0,1,0,0,3,3,0,0,0,9,0,1,0,0,1,7.5,4.15,4,0
0,1,0,0,2,0,1,0,0,0,1,3,0,1,0,0,1,6.0,4.09090909091,2,0
1,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,1,5.25,3.94117647059,4,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,11.0,4.18181818182,1,0
1,1,0,0,0,0,0,1,0,2,0,8,0,0,0,0,1,5.33333333333,3.92307692308,3,0
4,0,0,1,3,0,0,2,0,0,0,1,0,2,0,0,0,23.0,4.13043478261,1,0
0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,4.83333333333,1,0
1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12.0,3.90909090909,1,0
1,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,4.33333333333,4.81818181818,3,0
0,0,1,0,1,0,0,1,0,0,0,4,1,1,0,0,0,8.5,4.875,2,0
2,0,0,0,1,0,0,0,0,0,0,10,0,1,1,0,0,8.66666666667,3.33333333333,3,0
0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,13.0,3.5,1,0
1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,14.0,3.5,1,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,6.0,3.33333333333,2,0
1,0,1,0,0,2,0,0,0,0,0,3,0,4,0,0,0,9.0,3.88235294118,2,0
2,3,1,2,2,0,0,0,0,0,0,4,0,2,1,0,0,6.75,4.13043478261,4,0
1,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,2,8.0,4.5,1,0
0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,1,5.0,3.66666666667,3,0
2,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,7.5,4.2,2,0
1,0,0,0,1,0,0,0,1,0,0,5,0,1,0,0,1,7.66666666667,4.75,3,0
1,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,12.0,3.41666666667,1,0
0,1,0,1,0,0,1,0,0,0,0,5,1,3,0,0,2,17.0,4.625,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,4.5,1,0
4,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,21.0,4.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.0,4.2,1,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.0,7.5,1,0
1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,10.0,3.44444444444,1,0
2,0,0,1,1,1,1,0,0,0,1,3,0,2,0,0,0,23.0,3.95454545455,1,0
3,0,0,2,2,0,0,0,0,0,0,3,0,2,0,0,0,12.0,4.22727272727,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.5,4.5,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7.0,4.85714285714,1,0
0,0,0,1,1,0,0,0,0,0,0,7,0,1,0,0,0,12.5,4.39130434783,2,0
2,1,1,0,1,0,2,0,0,0,0,8,0,1,2,0,0,9.0,4.13636363636,3,0
1,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,5.5,4.55555555556,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,8.0,4.625,1,0
1,0,3,1,0,0,0,0,1,0,0,9,0,2,0,0,1,14.5,3.78571428571,2,0
3,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,8.0,3.73333333333,2,0
1,0,0,0,0,0,1,1,0,0,1,4,0,1,0,0,2,5.0,4.58333333333,3,0
1,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,16.0,4.0,1,0
0,1,0,0,2,0,0,1,2,0,0,8,0,2,0,0,2,14.0,4.375,2,0
2,0,0,1,1,1,0,0,2,0,0,4,0,1,0,0,0,17.0,4.64705882353,1,0
1,0,1,0,2,0,0,0,0,0,0,7,1,0,0,0,0,10.5,5.4,2,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,7.2,1,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,5.14285714286,1,0
1,1,1,1,2,0,0,0,0,0,0,3,1,0,0,0,0,15.0,4.0,1,0
1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5.5,4.375,2,0
0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,2,5.66666666667,4.70588235294,3,0
1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,9.0,5.11111111111,1,0
0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,2.25,5.57142857143,4,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.66666666667,4.5,3,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,10.0,4.6,1,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0,4.6,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,5.8,1,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,5.66666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,4.0,1,0
0,3,0,0,1,0,1,0,0,0,0,7,0,1,0,0,2,12.0,4.95652173913,2,0
1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3.66666666667,4.0,3,0
0,1,1,0,0,0,1,0,0,0,0,6,0,1,1,0,0,5.66666666667,4.15384615385,3,0
0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,18.0,7.17647058824,1,0
2,0,0,1,0,0,0,0,0,0,7,4,0,2,0,0,8,6.66666666667,4.55555555556,3,0
2,0,0,0,0,0,1,1,0,0,0,3,0,2,0,0,0,7.33333333333,3.82352941176,3,0
1,0,0,2,0,1,0,0,0,0,0,5,0,5,0,0,0,12.5,3.75,2,0
3,1,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,8.33333333333,3.27272727273,3,0
2,0,2,3,0,0,1,0,0,0,0,7,0,2,0,0,0,32.0,3.41935483871,1,0
1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,3.88888888889,2,0
0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5.5,4.8,2,0
3,0,1,1,3,0,0,0,0,2,0,7,0,0,1,0,1,13.5,3.81481481481,2,0
1,0,0,2,0,0,0,2,0,0,0,8,0,0,0,0,2,9.33333333333,3.76,3,0
0,0,2,0,0,0,0,1,0,0,0,4,1,1,0,0,2,3.66666666667,4.4,3,0
3,0,2,0,1,1,0,0,0,0,0,7,0,3,0,0,0,13.0,3.91666666667,2,0
0,0,1,1,0,0,0,0,1,0,0,2,1,1,1,0,0,12.0,5.04545454545,2,0
3,0,0,0,0,0,1,0,0,0,0,7,2,3,0,0,1,7.5,4.15384615385,4,0
4,0,1,3,1,0,0,0,0,0,0,5,0,4,0,0,0,15.5,3.53333333333,2,0
4,0,1,2,0,0,1,0,0,0,1,2,0,1,0,0,1,20.0,2.89473684211,1,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,3.66666666667,1,0
2,0,0,0,2,0,1,0,0,0,0,5,0,1,0,0,0,13.0,4.78260869565,2,0
0,1,0,2,0,0,0,0,0,0,1,7,2,1,2,0,3,8.33333333333,4.36,3,0
0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,15.0,4.57142857143,1,0
1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,9.0,3.14285714286,1,0
3,0,1,0,1,1,0,0,0,0,0,8,0,3,0,0,1,13.0,3.91666666667,2,0
1,0,0,0,2,0,0,0,0,0,0,7,0,2,0,0,0,6.66666666667,4.375,3,0
0,0,0,0,2,0,0,0,1,0,1,3,4,2,0,0,1,10.0,5.36842105263,2,0
0,0,1,1,0,0,1,0,0,0,0,4,0,3,0,0,0,19.0,5.11764705882,1,0
3,0,0,1,1,0,0,2,0,0,1,8,0,2,0,0,1,8.0,3.7619047619,3,0
1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,4.0,2.875,2,0
2,1,1,0,2,0,0,0,0,0,0,7,2,3,0,0,13,9.0,3.875,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,4.0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.66666666667,1,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,5.5,4.1,2,0
1,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,1,11.0,5.1,1,0
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3.5,3.66666666667,2,0
1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,7.0,5.0,1,0
2,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,14.0,4.53846153846,1,0
1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,7.5,4.21428571429,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,7.0,3.66666666667,2,0
1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,5.14285714286,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,5.0,1,0
2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,14.0,3.92857142857,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7.0,4.57142857143,1,0
0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,6.5,4.0,2,0
2,0,0,0,0,1,0,0,0,0,0,3,1,2,1,0,0,6.25,3.52380952381,4,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4.0,7.33333333333,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6.5,3.72727272727,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10.0,5.44444444444,1,0
0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,5.0,7.0,1,0
2,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,12.0,3.54545454545,2,0
0,0,2,1,0,0,0,0,0,0,0,6,0,3,0,0,0,15.0,4.2,1,0
2,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,13.0,3.83333333333,2,0
2,0,0,1,0,0,5,0,0,0,0,8,2,0,0,0,2,8.0,4.24,4,0
1,0,0,2,0,0,0,0,0,0,1,1,1,2,0,0,3,4.66666666667,3.57142857143,3,0
0,0,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,17.0,4.82352941176,1,0
2,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,7.0,3.76923076923,2,0
0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,2,6.5,4.30769230769,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.33333333333,1,0
2,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,21.0,3.42857142857,1,0
0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,9.0,4.5,1,0
1,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,1,8.5,3.6,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,2.57142857143,1,0
1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,0,6.0,3.8,2,0
0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,12.0,4.81818181818,1,0
2,2,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,18.0,3.88888888889,1,0
0,0,0,1,1,0,0,1,0,0,0,2,2,1,0,0,1,11.0,4.9,1,0
2,0,2,1,0,0,1,0,0,0,0,6,0,2,0,0,0,26.0,3.68,1,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,12.0,4.45454545455,1,0
1,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,5.5,4.66666666667,2,0
0,0,0,1,0,0,1,0,0,0,0,4,0,3,0,0,0,6.2,3.96153846154,5,0
1,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,0,11.5,4.14285714286,2,0
5,0,1,1,2,0,1,0,0,0,0,3,0,1,0,0,0,13.0,2.69565217391,2,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8.0,4.28571428571,1,0
1,1,1,0,0,0,1,0,0,0,1,12,0,0,0,0,2,15.0,3.64285714286,2,0
1,0,0,0,2,0,0,0,0,0,1,5,0,3,0,0,2,7.33333333333,4.75,3,0
2,0,2,2,1,0,0,0,0,0,0,7,0,3,0,0,0,9.33333333333,4.03846153846,3,0
1,0,0,0,0,0,2,0,0,0,0,4,1,1,0,0,0,8.5,4.23076923077,2,0
3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,7.0,3.0,2,0
0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5.0,4.33333333333,2,0
3,0,0,1,0,0,0,0,0,0,1,3,2,2,0,0,3,10.0,4.0,2,0
6,1,0,0,1,0,2,0,0,0,0,3,0,1,0,0,1,8.0,4.15789473684,3,0
1,0,1,0,0,0,0,1,0,0,0,3,0,2,0,0,1,13.0,3.16666666667,1,0
1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,9.0,3.77777777778,1,0
0,0,0,0,0,1,0,0,0,0,1,2,0,4,0,0,1,6.5,3.84615384615,2,0
2,1,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,8.0,4.21428571429,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,4.33333333333,1,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9.0,4.44444444444,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.5,1,0
1,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,2,6.66666666667,2.95,3,0
0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,10.0,4.0,1,0
1,0,0,2,1,0,0,0,0,0,0,5,0,2,0,0,0,20.0,5.1,1,0
1,0,0,0,0,1,0,0,0,0,0,3,0,2,1,0,0,7.5,4.15384615385,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10.0,6.22222222222,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,4.5,1,0
1,0,1,2,2,0,0,0,1,2,0,6,0,0,0,0,0,24.0,4.125,1,0
1,0,0,0,0,1,0,1,0,0,1,9,0,3,0,0,1,14.0,4.14814814815,2,0
1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,7.0,4.42857142857,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4.0,4.33333333333,1,0
1,0,2,1,0,0,1,0,0,0,0,7,0,5,0,0,0,13.5,4.58333333333,2,0
3,0,3,1,1,0,0,0,0,0,0,8,0,2,0,0,2,13.0,3.52,2,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,6.16666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5.0,4.25,1,0
2,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,7.0,3.91666666667,2,0
0,0,0,3,0,0,0,0,1,0,0,6,1,1,0,0,0,9.0,4.2,3,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5.0,3.4,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,4.85714285714,1,0
3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13.0,3.83333333333,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5.0,3.4,1,0
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0,4.33333333333,1,0
0,1,0,0,0,0,0,0,0,0,1,7,0,2,1,0,1,6.0,4.64705882353,3,0
0,0,0,0,0,0,0,1,0,0,0,5,2,2,0,0,1,8.0,4.52380952381,3,0
0,0,2,2,0,1,2,2,0,0,0,8,0,3,0,0,0,8.5,3.92857142857,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.2,1,0
2,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,6,17.0,4.17647058824,1,0
3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,14.0,3.28571428571,1,0
0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,9.0,4.8,2,0
0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,2,8.5,4.66666666667,2,0
2,2,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,10.5,3.45,2,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,9.0,3.0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,4.0,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3.0,4.16666666667,2,0
1,2,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,19.0,4.26315789474,1,0
0,0,0,1,0,0,0,0,0,0,1,2,1,2,0,0,0,10.0,5.6,1,0
1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,10.0,4.2,1,0
0,2,0,0,1,0,0,0,1,0,2,7,0,0,0,0,2,10.0,4.47368421053,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,3.5,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,3.0,2,0
2,0,1,1,2,0,0,0,0,0,0,9,0,0,0,0,0,12.0,4.04347826087,2,0
2,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,13.0,4.66666666667,1,0
2,0,1,0,3,0,2,0,0,0,0,0,0,2,0,0,0,8.5,4.15384615385,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4.0,4.375,2,0
1,0,0,0,0,0,4,0,0,0,0,6,0,1,1,0,3,14.5,4.375,2,0
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5.0,4.2,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6.5,2.72727272727,2,0
2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9.0,2.625,1,0
1,0,0,3,1,0,0,0,0,0,0,8,0,1,0,0,4,7.5,4.07692307692,4,0
2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,7.5,3.71428571429,2,0
0,0,0,0,1,0,0,0,0,0,1,5,0,2,2,0,1,17.0,4.41176470588,1,0
2,0,1,0,3,0,2,0,0,0,0,0,0,2,0,0,0,8.0,4.33333333333,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6.0,4.16666666667,1,0
2,0,1,0,0,0,2,0,0,0,0,4,0,1,0,0,1,11.5,3.3,2,0
2,0,0,0,1,0,0,0,0,0,0,8,1,0,1,0,0,7.25,4.07692307692,4,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5,4.4,2,0
0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8.0,5.0,1,0
1,0,1,1,0,0,0,0,0,0,0,6,1,3,1,0,16,18.0,3.77777777778,1,0
0,2,0,1,1,0,0,0,0,0,0,4,1,1,0,0,1,6.0,4.58333333333,2,0
1,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,11.0,3.38709677419,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.5,4.25,2,0
2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8.0,3.875,1,0
2,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,1,14.0,3.30769230769,1,0
1,0,0,1,1,0,0,0,3,0,2,9,0,3,0,0,1,27.0,4.07692307692,1,0
3,0,0,1,0,0,1,0,0,0,0,4,1,5,0,0,0,7.75,3.7037037037,4,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8.0,3.14285714286,1,0
1,0,0,2,0,0,0,1,0,2,0,7,1,1,0,0,1,17.0,4.41176470588,1,0
0,0,1,0,0,0,0,0,0,0,1,5,1,2,0,0,0,24.0,4.17391304348,1,0
1,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,16.0,4.5,1,0
1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,4.5,4.0,2,0
2,0,0,0,1,0,0,0,0,0,0,11,0,2,1,0,0,26.0,4.26923076923,1,0
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2.5,5.28571428571,4,0
1,2,0,0,1,0,0,0,0,0,0,6,0,1,1,0,1,8.5,4.3125,2,0
2,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,14.0,3.35714285714,1,0
0,2,0,1,2,0,0,0,0,0,0,11,1,2,0,0,17,12.0,4.78260869565,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6.0,3.66666666667,1,0
2,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,16.0,3.86666666667,1,0
1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,6.0,4.0,1,0
3,0,0,1,1,0,1,0,0,0,0,6,0,0,1,0,0,7.0,3.5652173913,4,0
2,0,0,0,2,0,0,0,0,0,0,6,1,1,1,0,2,7.0,3.83333333333,3,0
0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,2,12.0,3.33333333333,1,0
5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,17.0,3.41176470588,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,10.0,5.33333333333,1,0
0,0,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,10.0,3.66666666667,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,3.5,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,5.0,1,0
2,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,9.0,3.77777777778,1,0
2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6.5,3.81818181818,2,0
4,0,1,1,1,1,1,0,0,0,0,4,1,3,1,0,1,9.66666666667,3.44,3,0
0,0,0,1,0,0,0,2,1,0,0,3,0,1,0,0,1,5.33333333333,5.30769230769,3,0
3,0,0,1,1,0,0,0,0,0,0,4,0,3,0,0,0,19.0,4.10526315789,1,0
1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,10.5,4.95,2,0
1,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,4,5.33333333333,4.125,3,0
0,2,0,1,2,0,0,0,0,0,0,11,1,2,0,0,17,12.0,4.78260869565,2,0
3,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,17.0,4.0,1,0
1,1,0,1,0,0,0,0,0,0,0,4,0,3,0,0,2,7.0,3.45,3,0
2,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,16.0,3.375,1,0
1,1,0,1,0,0,1,0,0,0,0,3,0,1,1,0,0,14.0,3.76923076923,1,0
2,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,20.0,3.95,1,0
2,0,1,2,0,0,0,2,0,0,0,7,0,0,0,0,0,19.0,4.31578947368,1,0
2,0,0,1,1,1,0,0,0,0,0,4,1,1,0,0,0,14.0,4.42857142857,1,0
2,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,10.5,4.05263157895,2,0
2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,14.0,4.42857142857,1,0
0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,5.0,5.8,1,0
0,0,1,0,0,0,0,0,0,0,1,3,0,4,1,0,3,6.0,3.94444444444,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,8.5,3.73333333333,2,0
0,0,0,0,0,0,0,1,0,0,0,9,1,1,0,0,2,9.5,4.05882352941,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,13.0,4.0,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,6.0,5.66666666667,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,16.0,3.4375,1,0
2,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,17.0,4.21428571429,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,2.66666666667,1,0
3,1,0,2,0,0,0,0,0,0,0,11,0,1,0,0,3,7.25,4.23076923077,4,0
1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,5.0,3.33333333333,2,0
2,0,0,2,0,0,0,0,0,0,0,7,0,3,0,0,2,8.33333333333,3.28,3,0
2,0,1,2,1,0,1,0,0,0,0,5,0,1,0,0,0,15.0,3.21428571429,2,0
2,0,1,0,1,0,1,1,0,0,0,9,1,2,0,0,2,17.5,3.21875,2,0
4,1,2,0,0,0,0,0,0,0,0,1,4,5,0,0,0,14.0,3.61538461538,2,0
1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,9.0,2.77777777778,1,0
1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.0,5.125,1,0
